country,continent,year,lifeexp,pop,gdppercap,iso_alpha,iso_num
Dominican Republic,Americas,1987,66.05,6655297,2899.84,DOM,214
Dominican Republic,Americas,1992,68.46,7351181,3044.21,DOM,214
Dominican Republic,Americas,1997,69.96,7992357,3614.1,DOM,214
Dominican Republic,Americas,2002,70.85,8650322,4563.81,DOM,214
Dominican Republic,Americas,2007,72.24,9319622,6025.37,DOM,214
Ecuador,Americas,1952,48.36,3548753,3522.11,ECU,218
Ecuador,Americas,1957,51.36,4058385,3780.55,ECU,218
Ecuador,Americas,1962,54.64,4681707,4086.11,ECU,218
Ecuador,Americas,1967,56.68,5432424,4579.07,ECU,218
Ecuador,Americas,1972,58.8,6298651,5280.99,ECU,218
Ecuador,Americas,1977,61.31,7278866,6679.62,ECU,218
Ecuador,Americas,1982,64.34,8365850,7213.79,ECU,218
Ecuador,Americas,1987,67.23,9545158,6481.78,ECU,218
Ecuador,Americas,1992,69.61,10748394,7103.7,ECU,218
Ecuador,Americas,1997,72.31,11911819,7429.46,ECU,218
Ecuador,Americas,2002,74.17,12921234,5773.04,ECU,218
Ecuador,Americas,2007,74.99,13755680,6873.26,ECU,218
Egypt,Africa,1952,41.89,22223309,1418.82,EGY,818
Egypt,Africa,1957,44.44,25009741,1458.92,EGY,818
Egypt,Africa,1962,46.99,28173309,1693.34,EGY,818
Egypt,Africa,1967,49.29,31681188,1814.88,EGY,818
Egypt,Africa,1972,51.14,34807417,2024.01,EGY,818
Egypt,Africa,1977,53.32,38783863,2785.49,EGY,818
Egypt,Africa,1982,56.01,45681811,3503.73,EGY,818
Egypt,Africa,1987,59.8,52799062,3885.46,EGY,818
Egypt,Africa,1992,63.67,59402198,3794.76,EGY,818
Egypt,Africa,1997,67.22,66134291,4173.18,EGY,818
Egypt,Africa,2002,69.81,73312559,4754.6,EGY,818
Egypt,Africa,2007,71.34,80264543,5581.18,EGY,818
El Salvador,Americas,1952,45.26,2042865,3048.3,SLV,222
El Salvador,Americas,1957,48.57,2355805,3421.52,SLV,222
El Salvador,Americas,1962,52.31,2747687,3776.8,SLV,222
El Salvador,Americas,1967,55.86,3232927,4358.6,SLV,222
El Salvador,Americas,1972,58.21,3790903,4520.25,SLV,222
El Salvador,Americas,1977,56.7,4282586,5138.92,SLV,222
El Salvador,Americas,1982,56.6,4474873,4098.34,SLV,222
El Salvador,Americas,1987,63.15,4842194,4140.44,SLV,222
El Salvador,Americas,1992,66.8,5274649,4444.23,SLV,222
El Salvador,Americas,1997,69.54,5783439,5154.83,SLV,222
El Salvador,Americas,2002,70.73,6353681,5351.57,SLV,222
El Salvador,Americas,2007,71.88,6939688,5728.35,SLV,222
Equatorial Guinea,Africa,1952,34.48,216964,375.64,GNQ,226
Equatorial Guinea,Africa,1957,35.98,232922,426.1,GNQ,226
Equatorial Guinea,Africa,1962,37.48,249220,582.84,GNQ,226
Equatorial Guinea,Africa,1967,38.99,259864,915.6,GNQ,226
Equatorial Guinea,Africa,1972,40.52,277603,672.41,GNQ,226
Equatorial Guinea,Africa,1977,42.02,192675,958.57,GNQ,226
Equatorial Guinea,Africa,1982,43.66,285483,927.83,GNQ,226
Equatorial Guinea,Africa,1987,45.66,341244,966.9,GNQ,226
Equatorial Guinea,Africa,1992,47.54,387838,1132.06,GNQ,226
Equatorial Guinea,Africa,1997,48.24,439971,2814.48,GNQ,226
Equatorial Guinea,Africa,2002,49.35,495627,7703.5,GNQ,226
Equatorial Guinea,Africa,2007,51.58,551201,12154.09,GNQ,226
Eritrea,Africa,1952,35.93,1438760,328.94,ERI,232
Eritrea,Africa,1957,38.05,1542611,344.16,ERI,232
Eritrea,Africa,1962,40.16,1666618,381.0,ERI,232
Eritrea,Africa,1967,42.19,1820319,468.79,ERI,232
Eritrea,Africa,1972,44.14,2260187,514.32,ERI,232
Eritrea,Africa,1977,44.54,2512642,505.75,ERI,232
Eritrea,Africa,1982,43.89,2637297,524.88,ERI,232
Eritrea,Africa,1987,46.45,2915959,521.13,ERI,232
Eritrea,Africa,1992,49.99,3668440,582.86,ERI,232
Eritrea,Africa,1997,53.38,4058319,913.47,ERI,232
Eritrea,Africa,2002,55.24,4414865,765.35,ERI,232
Eritrea,Africa,2007,58.04,4906585,641.37,ERI,232
Ethiopia,Africa,1952,34.08,20860941,362.15,ETH,231
Ethiopia,Africa,1957,36.67,22815614,378.9,ETH,231
Ethiopia,Africa,1962,40.06,25145372,419.46,ETH,231
Ethiopia,Africa,1967,42.12,27860297,516.12,ETH,231
Ethiopia,Africa,1972,43.52,30770372,566.24,ETH,231
Ethiopia,Africa,1977,44.51,34617799,556.81,ETH,231
Ethiopia,Africa,1982,44.92,38111756,577.86,ETH,231
Ethiopia,Africa,1987,46.68,42999530,573.74,ETH,231
Ethiopia,Africa,1992,48.09,52088559,421.35,ETH,231
Ethiopia,Africa,1997,49.4,59861301,515.89,ETH,231
Ethiopia,Africa,2002,50.72,67946797,530.05,ETH,231
Ethiopia,Africa,2007,52.95,76511887,690.81,ETH,231
Finland,Europe,1952,66.55,4090500,6424.52,FIN,246
Finland,Europe,1957,67.49,4324000,7545.42,FIN,246
Finland,Europe,1962,68.75,4491443,9371.84,FIN,246
Finland,Europe,1967,69.83,4605744,10921.64,FIN,246
Finland,Europe,1972,70.87,4639657,14358.88,FIN,246
Finland,Europe,1977,72.52,4738902,15605.42,FIN,246
Finland,Europe,1982,74.55,4826933,18533.16,FIN,246
Finland,Europe,1987,74.83,4931729,21141.01,FIN,246
Finland,Europe,1992,75.7,5041039,20647.16,FIN,246
Finland,Europe,1997,77.13,5134406,23723.95,FIN,246
Finland,Europe,2002,78.37,5193039,28204.59,FIN,246
Finland,Europe,2007,79.31,5238460,33207.08,FIN,246
France,Europe,1952,67.41,42459667,7029.81,FRA,250
France,Europe,1957,68.93,44310863,8662.83,FRA,250
France,Europe,1962,70.51,47124000,10560.49,FRA,250
France,Europe,1967,71.55,49569000,12999.92,FRA,250
France,Europe,1972,72.38,51732000,16107.19,FRA,250
France,Europe,1977,73.83,53165019,18292.64,FRA,250
France,Europe,1982,74.89,54433565,20293.9,FRA,250
France,Europe,1987,76.34,55630100,22066.44,FRA,250
France,Europe,1992,77.46,57374179,24703.8,FRA,250
France,Europe,1997,78.64,58623428,25889.78,FRA,250
France,Europe,2002,79.59,59925035,28926.03,FRA,250
France,Europe,2007,80.66,61083916,30470.02,FRA,250
Gabon,Africa,1952,37.0,420702,4293.48,GAB,266
Gabon,Africa,1957,39.0,434904,4976.2,GAB,266
Gabon,Africa,1962,40.49,455661,6631.46,GAB,266
Gabon,Africa,1967,44.6,489004,8358.76,GAB,266
Gabon,Africa,1972,48.69,537977,11401.95,GAB,266
Gabon,Africa,1977,52.79,706367,21745.57,GAB,266
Gabon,Africa,1982,56.56,753874,15113.36,GAB,266
Gabon,Africa,1987,60.19,880397,11864.41,GAB,266
Gabon,Africa,1992,61.37,985739,13522.16,GAB,266
Gabon,Africa,1997,60.46,1126189,14722.84,GAB,266
Gabon,Africa,2002,56.76,1299304,12521.71,GAB,266
Gabon,Africa,2007,56.74,1454867,13206.48,GAB,266
Gambia,Africa,1952,30.0,284320,485.23,GMB,270
Gambia,Africa,1957,32.06,323150,520.93,GMB,270
Gambia,Africa,1962,33.9,374020,599.65,GMB,270
Gambia,Africa,1967,35.86,439593,734.78,GMB,270
Gambia,Africa,1972,38.31,517101,756.09,GMB,270
Gambia,Africa,1977,41.84,608274,884.76,GMB,270
Gambia,Africa,1982,45.58,715523,835.81,GMB,270
Gambia,Africa,1987,49.26,848406,611.66,GMB,270
Gambia,Africa,1992,52.64,1025384,665.62,GMB,270
Gambia,Africa,1997,55.86,1235767,653.73,GMB,270
Gambia,Africa,2002,58.04,1457766,660.59,GMB,270
Gambia,Africa,2007,59.45,1688359,752.75,GMB,270
Germany,Europe,1952,67.5,69145952,7144.11,DEU,276
Germany,Europe,1957,69.1,71019069,10187.83,DEU,276
Germany,Europe,1962,70.3,73739117,12902.46,DEU,276
Germany,Europe,1967,70.8,76368453,14745.63,DEU,276
Germany,Europe,1972,71.0,78717088,18016.18,DEU,276
Germany,Europe,1977,72.5,78160773,20512.92,DEU,276
Germany,Europe,1982,73.8,78335266,22031.53,DEU,276
Germany,Europe,1987,74.85,77718298,24639.19,DEU,276
Germany,Europe,1992,76.07,80597764,26505.3,DEU,276
Germany,Europe,1997,77.34,82011073,27788.88,DEU,276
Germany,Europe,2002,78.67,82350671,30035.8,DEU,276
Germany,Europe,2007,79.41,82400996,32170.37,DEU,276
Ghana,Africa,1952,43.15,5581001,911.3,GHA,288
Ghana,Africa,1957,44.78,6391288,1043.56,GHA,288
Ghana,Africa,1962,46.45,7355248,1190.04,GHA,288
Ghana,Africa,1967,48.07,8490213,1125.7,GHA,288
Ghana,Africa,1972,49.88,9354120,1178.22,GHA,288
Ghana,Africa,1977,51.76,10538093,993.22,GHA,288
Ghana,Africa,1982,53.74,11400338,876.03,GHA,288
Ghana,Africa,1987,55.73,14168101,847.01,GHA,288
Ghana,Africa,1992,57.5,16278738,925.06,GHA,288
Ghana,Africa,1997,58.56,18418288,1005.25,GHA,288
Ghana,Africa,2002,58.45,20550751,1111.98,GHA,288
Ghana,Africa,2007,60.02,22873338,1327.61,GHA,288
Greece,Europe,1952,65.86,7733250,3530.69,GRC,300
Greece,Europe,1957,67.86,8096218,4916.3,GRC,300
Greece,Europe,1962,69.51,8448233,6017.19,GRC,300
Greece,Europe,1967,71.0,8716441,8513.1,GRC,300
Greece,Europe,1972,72.34,8888628,12724.83,GRC,300
Greece,Europe,1977,73.68,9308479,14195.52,GRC,300
Greece,Europe,1982,75.24,9786480,15268.42,GRC,300
Greece,Europe,1987,76.67,9974490,16120.53,GRC,300
Greece,Europe,1992,77.03,10325429,17541.5,GRC,300
Greece,Europe,1997,77.87,10502372,18747.7,GRC,300
Greece,Europe,2002,78.26,10603863,22514.25,GRC,300
Greece,Europe,2007,79.48,10706290,27538.41,GRC,300
Guatemala,Americas,1952,42.02,3146381,2428.24,GTM,320
Guatemala,Americas,1957,44.14,3640876,2617.16,GTM,320
Guatemala,Americas,1962,46.95,4208858,2750.36,GTM,320
Guatemala,Americas,1967,50.02,4690773,3242.53,GTM,320
Guatemala,Americas,1972,53.74,5149581,4031.41,GTM,320
Guatemala,Americas,1977,56.03,5703430,4879.99,GTM,320
Guatemala,Americas,1982,58.14,6395630,4820.49,GTM,320
Guatemala,Americas,1987,60.78,7326406,4246.49,GTM,320
Guatemala,Americas,1992,63.37,8486949,4439.45,GTM,320
Guatemala,Americas,1997,66.32,9803875,4684.31,GTM,320
Guatemala,Americas,2002,68.98,11178650,4858.35,GTM,320
Guatemala,Americas,2007,70.26,12572928,5186.05,GTM,320
Guinea,Africa,1952,33.61,2664249,510.2,GIN,324
Guinea,Africa,1957,34.56,2876726,576.27,GIN,324
Guinea,Africa,1962,35.75,3140003,686.37,GIN,324
Guinea,Africa,1967,37.2,3451418,708.76,GIN,324
Guinea,Africa,1972,38.84,3811387,741.67,GIN,324
Guinea,Africa,1977,40.76,4227026,874.69,GIN,324
Guinea,Africa,1982,42.89,4710497,857.25,GIN,324
Guinea,Africa,1987,45.55,5650262,805.57,GIN,324
Guinea,Africa,1992,48.58,6990574,794.35,GIN,324
Guinea,Africa,1997,51.46,8048834,869.45,GIN,324
Guinea,Africa,2002,53.68,8807818,945.58,GIN,324
Guinea,Africa,2007,56.01,9947814,942.65,GIN,324
Guinea-Bissau,Africa,1952,32.5,580653,299.85,GNB,624
Guinea-Bissau,Africa,1957,33.49,601095,431.79,GNB,624
Guinea-Bissau,Africa,1962,34.49,627820,522.03,GNB,624
Guinea-Bissau,Africa,1967,35.49,601287,715.58,GNB,624
Guinea-Bissau,Africa,1972,36.49,625361,820.22,GNB,624
Guinea-Bissau,Africa,1977,37.47,745228,764.73,GNB,624
Guinea-Bissau,Africa,1982,39.33,825987,838.12,GNB,624
Guinea-Bissau,Africa,1987,41.24,927524,736.42,GNB,624
Guinea-Bissau,Africa,1992,43.27,1050938,745.54,GNB,624
Guinea-Bissau,Africa,1997,44.87,1193708,796.66,GNB,624
Guinea-Bissau,Africa,2002,45.5,1332459,575.7,GNB,624
Guinea-Bissau,Africa,2007,46.39,1472041,579.23,GNB,624
Haiti,Americas,1952,37.58,3201488,1840.37,HTI,332
Haiti,Americas,1957,40.7,3507701,1726.89,HTI,332
Haiti,Americas,1962,43.59,3880130,1796.59,HTI,332
Haiti,Americas,1967,46.24,4318137,1452.06,HTI,332
Haiti,Americas,1972,48.04,4698301,1654.46,HTI,332
Haiti,Americas,1977,49.92,4908554,1874.3,HTI,332
Haiti,Americas,1982,51.46,5198399,2011.16,HTI,332
Haiti,Americas,1987,53.64,5756203,1823.02,HTI,332
Haiti,Americas,1992,55.09,6326682,1456.31,HTI,332
Haiti,Americas,1997,56.67,6913545,1341.73,HTI,332
Haiti,Americas,2002,58.14,7607651,1270.36,HTI,332
Haiti,Americas,2007,60.92,8502814,1201.64,HTI,332
Honduras,Americas,1952,41.91,1517453,2194.93,HND,340
Honduras,Americas,1957,44.66,1770390,2220.49,HND,340
Honduras,Americas,1962,48.04,2090162,2291.16,HND,340
Honduras,Americas,1967,50.92,2500689,2538.27,HND,340
Honduras,Americas,1972,53.88,2965146,2529.84,HND,340
Honduras,Americas,1977,57.4,3055235,3203.21,HND,340
Honduras,Americas,1982,60.91,3669448,3121.76,HND,340
Honduras,Americas,1987,64.49,4372203,3023.1,HND,340
Honduras,Americas,1992,66.4,5077347,3081.69,HND,340
Honduras,Americas,1997,67.66,5867957,3160.45,HND,340
Honduras,Americas,2002,68.56,6677328,3099.73,HND,340
Honduras,Americas,2007,70.2,7483763,3548.33,HND,340
"Hong Kong, China",Asia,1952,60.96,2125900,3054.42,HKG,344
"Hong Kong, China",Asia,1957,64.75,2736300,3629.08,HKG,344
"Hong Kong, China",Asia,1962,67.65,3305200,4692.65,HKG,344
"Hong Kong, China",Asia,1967,70.0,3722800,6197.96,HKG,344
"Hong Kong, China",Asia,1972,72.0,4115700,8315.93,HKG,344
"Hong Kong, China",Asia,1977,73.6,4583700,11186.14,HKG,344
"Hong Kong, China",Asia,1982,75.45,5264500,14560.53,HKG,344
"Hong Kong, China",Asia,1987,76.2,5584510,20038.47,HKG,344
"Hong Kong, China",Asia,1992,77.6,5829696,24757.6,HKG,344
"Hong Kong, China",Asia,1997,80.0,6495918,28377.63,HKG,344
"Hong Kong, China",Asia,2002,81.5,6762476,30209.02,HKG,344
"Hong Kong, China",Asia,2007,82.21,6980412,39724.98,HKG,344
Hungary,Europe,1952,64.03,9504000,5263.67,HUN,348
Hungary,Europe,1957,66.41,9839000,6040.18,HUN,348
Hungary,Europe,1962,67.96,10063000,7550.36,HUN,348
Hungary,Europe,1967,69.5,10223422,9326.64,HUN,348
Hungary,Europe,1972,69.76,10394091,10168.66,HUN,348
Hungary,Europe,1977,69.95,10637171,11674.84,HUN,348
Hungary,Europe,1982,69.39,10705535,12545.99,HUN,348
Hungary,Europe,1987,69.58,10612740,12986.48,HUN,348
Hungary,Europe,1992,69.17,10348684,10535.63,HUN,348
Hungary,Europe,1997,71.04,10244684,11712.78,HUN,348
Hungary,Europe,2002,72.59,10083313,14843.94,HUN,348
Hungary,Europe,2007,73.34,9956108,18008.94,HUN,348
Iceland,Europe,1952,72.49,147962,7267.69,ISL,352
Iceland,Europe,1957,73.47,165110,9244.0,ISL,352
Iceland,Europe,1962,73.68,182053,10350.16,ISL,352
Iceland,Europe,1967,73.73,198676,13319.9,ISL,352
Iceland,Europe,1972,74.46,209275,15798.06,ISL,352
Iceland,Europe,1977,76.11,221823,19654.96,ISL,352
Iceland,Europe,1982,76.99,233997,23269.61,ISL,352
Iceland,Europe,1987,77.23,244676,26923.21,ISL,352
Iceland,Europe,1992,78.77,259012,25144.39,ISL,352
Iceland,Europe,1997,78.95,271192,28061.1,ISL,352
Iceland,Europe,2002,80.5,288030,31163.2,ISL,352
Iceland,Europe,2007,81.76,301931,36180.79,ISL,352
India,Asia,1952,37.37,372000000,546.57,IND,356
India,Asia,1957,40.25,409000000,590.06,IND,356
India,Asia,1962,43.6,454000000,658.35,IND,356
India,Asia,1967,47.19,506000000,700.77,IND,356
India,Asia,1972,50.65,567000000,724.03,IND,356
India,Asia,1977,54.21,634000000,813.34,IND,356
India,Asia,1982,56.6,708000000,855.72,IND,356
India,Asia,1987,58.55,788000000,976.51,IND,356
India,Asia,1992,60.22,872000000,1164.41,IND,356
India,Asia,1997,61.76,959000000,1458.82,IND,356
India,Asia,2002,62.88,1034172547,1746.77,IND,356
India,Asia,2007,64.7,1110396331,2452.21,IND,356
Indonesia,Asia,1952,37.47,82052000,749.68,IDN,360
Indonesia,Asia,1957,39.92,90124000,858.9,IDN,360
Indonesia,Asia,1962,42.52,99028000,849.29,IDN,360
Indonesia,Asia,1967,45.96,109343000,762.43,IDN,360
Indonesia,Asia,1972,49.2,121282000,1111.11,IDN,360
Indonesia,Asia,1977,52.7,136725000,1382.7,IDN,360
Indonesia,Asia,1982,56.16,153343000,1516.87,IDN,360
Indonesia,Asia,1987,60.14,169276000,1748.36,IDN,360
Indonesia,Asia,1992,62.68,184816000,2383.14,IDN,360
Indonesia,Asia,1997,66.04,199278000,3119.34,IDN,360
Indonesia,Asia,2002,68.59,211060000,2873.91,IDN,360
Indonesia,Asia,2007,70.65,223547000,3540.65,IDN,360
Iran,Asia,1952,44.87,17272000,3035.33,IRN,364
Iran,Asia,1957,47.18,19792000,3290.26,IRN,364
Iran,Asia,1962,49.32,22874000,4187.33,IRN,364
Iran,Asia,1967,52.47,26538000,5906.73,IRN,364
Iran,Asia,1972,55.23,30614000,9613.82,IRN,364
Iran,Asia,1977,57.7,35480679,11888.6,IRN,364
Iran,Asia,1982,59.62,43072751,7608.33,IRN,364
Iran,Asia,1987,63.04,51889696,6642.88,IRN,364
Iran,Asia,1992,65.74,60397973,7235.65,IRN,364
Iran,Asia,1997,68.04,63327987,8263.59,IRN,364
Iran,Asia,2002,69.45,66907826,9240.76,IRN,364
Iran,Asia,2007,70.96,69453570,11605.71,IRN,364
Iraq,Asia,1952,45.32,5441766,4129.77,IRQ,368
Iraq,Asia,1957,48.44,6248643,6229.33,IRQ,368
Iraq,Asia,1962,51.46,7240260,8341.74,IRQ,368
Iraq,Asia,1967,54.46,8519282,8931.46,IRQ,368
Iraq,Asia,1972,56.95,10061506,9576.04,IRQ,368
Iraq,Asia,1977,60.41,11882916,14688.24,IRQ,368
Iraq,Asia,1982,62.04,14173318,14517.91,IRQ,368
Iraq,Asia,1987,65.04,16543189,11643.57,IRQ,368
Iraq,Asia,1992,59.46,17861905,3745.64,IRQ,368
Iraq,Asia,1997,58.81,20775703,3076.24,IRQ,368
Iraq,Asia,2002,57.05,24001816,4390.72,IRQ,368
Iraq,Asia,2007,59.54,27499638,4471.06,IRQ,368
Ireland,Europe,1952,66.91,2952156,5210.28,IRL,372
Ireland,Europe,1957,68.9,2878220,5599.08,IRL,372
Ireland,Europe,1962,70.29,2830000,6631.6,IRL,372
Ireland,Europe,1967,71.08,2900100,7655.57,IRL,372
Ireland,Europe,1972,71.28,3024400,9530.77,IRL,372
Ireland,Europe,1977,72.03,3271900,11150.98,IRL,372
Ireland,Europe,1982,73.1,3480000,12618.32,IRL,372
Ireland,Europe,1987,74.36,3539900,13872.87,IRL,372
Ireland,Europe,1992,75.47,3557761,17558.82,IRL,372
Ireland,Europe,1997,76.12,3667233,24521.95,IRL,372
Ireland,Europe,2002,77.78,3879155,34077.05,IRL,372
Ireland,Europe,2007,78.89,4109086,40676.0,IRL,372
Israel,Asia,1952,65.39,1620914,4086.52,ISR,376
Israel,Asia,1957,67.84,1944401,5385.28,ISR,376
Israel,Asia,1962,69.39,2310904,7105.63,ISR,376
Israel,Asia,1967,70.75,2693585,8393.74,ISR,376
Israel,Asia,1972,71.63,3095893,12786.93,ISR,376
Israel,Asia,1977,73.06,3495918,13306.62,ISR,376
Israel,Asia,1982,74.45,3858421,15367.03,ISR,376
Israel,Asia,1987,75.6,4203148,17122.48,ISR,376
Israel,Asia,1992,76.93,4936550,18051.52,ISR,376
Israel,Asia,1997,78.27,5531387,20896.61,ISR,376
Israel,Asia,2002,79.7,6029529,21905.6,ISR,376
Israel,Asia,2007,80.74,6426679,25523.28,ISR,376
Italy,Europe,1952,65.94,47666000,4931.4,ITA,380
Italy,Europe,1957,67.81,49182000,6248.66,ITA,380
Italy,Europe,1962,69.24,50843200,8243.58,ITA,380
Italy,Europe,1967,71.06,52667100,10022.4,ITA,380
Italy,Europe,1972,72.19,54365564,12269.27,ITA,380
Italy,Europe,1977,73.48,56059245,14255.98,ITA,380
Italy,Europe,1982,74.98,56535636,16537.48,ITA,380
Italy,Europe,1987,76.42,56729703,19207.23,ITA,380
Italy,Europe,1992,77.44,56840847,22013.64,ITA,380
Italy,Europe,1997,78.82,57479469,24675.02,ITA,380
Italy,Europe,2002,80.24,57926999,27968.1,ITA,380
Italy,Europe,2007,80.55,58147733,28569.72,ITA,380
Jamaica,Americas,1952,58.53,1426095,2898.53,JAM,388
Jamaica,Americas,1957,62.61,1535090,4756.53,JAM,388
Jamaica,Americas,1962,65.61,1665128,5246.11,JAM,388
Jamaica,Americas,1967,67.51,1861096,6124.7,JAM,388
Jamaica,Americas,1972,69.0,1997616,7433.89,JAM,388
Jamaica,Americas,1977,70.11,2156814,6650.2,JAM,388
Jamaica,Americas,1982,71.21,2298309,6068.05,JAM,388
Jamaica,Americas,1987,71.77,2326606,6351.24,JAM,388
Jamaica,Americas,1992,71.77,2378618,7404.92,JAM,388
Jamaica,Americas,1997,72.26,2531311,7121.92,JAM,388
Jamaica,Americas,2002,72.05,2664659,6994.77,JAM,388
Jamaica,Americas,2007,72.57,2780132,7320.88,JAM,388
Japan,Asia,1952,63.03,86459025,3216.96,JPN,392
Japan,Asia,1957,65.5,91563009,4317.69,JPN,392
Japan,Asia,1962,68.73,95831757,6576.65,JPN,392
Japan,Asia,1967,71.43,100825279,9847.79,JPN,392
Japan,Asia,1972,73.42,107188273,14778.79,JPN,392
Japan,Asia,1977,75.38,113872473,16610.38,JPN,392
Japan,Asia,1982,77.11,118454974,19384.11,JPN,392
Japan,Asia,1987,78.67,122091325,22375.94,JPN,392
Japan,Asia,1992,79.36,124329269,26824.9,JPN,392
Japan,Asia,1997,80.69,125956499,28816.58,JPN,392
Japan,Asia,2002,82.0,127065841,28604.59,JPN,392
Japan,Asia,2007,82.6,127467972,31656.07,JPN,392
Jordan,Asia,1952,43.16,607914,1546.91,JOR,400
Jordan,Asia,1957,45.67,746559,1886.08,JOR,400
Jordan,Asia,1962,48.13,933559,2348.01,JOR,400
Jordan,Asia,1967,51.63,1255058,2741.8,JOR,400
Jordan,Asia,1972,56.53,1613551,2110.86,JOR,400
Jordan,Asia,1977,61.13,1937652,2852.35,JOR,400
Jordan,Asia,1982,63.74,2347031,4161.42,JOR,400
Jordan,Asia,1987,65.87,2820042,4448.68,JOR,400
Jordan,Asia,1992,68.02,3867409,3431.59,JOR,400
Jordan,Asia,1997,69.77,4526235,3645.38,JOR,400
Jordan,Asia,2002,71.26,5307470,3844.92,JOR,400
Jordan,Asia,2007,72.54,6053193,4519.46,JOR,400
Kenya,Africa,1952,42.27,6464046,853.54,KEN,404
Kenya,Africa,1957,44.69,7454779,944.44,KEN,404
Kenya,Africa,1962,47.95,8678557,896.97,KEN,404
Kenya,Africa,1967,50.65,10191512,1056.74,KEN,404
Kenya,Africa,1972,53.56,12044785,1222.36,KEN,404
Kenya,Africa,1977,56.16,14500404,1267.61,KEN,404
Kenya,Africa,1982,58.77,17661452,1348.23,KEN,404
Kenya,Africa,1987,59.34,21198082,1361.94,KEN,404
Kenya,Africa,1992,59.28,25020539,1341.92,KEN,404
Kenya,Africa,1997,54.41,28263827,1360.49,KEN,404
Kenya,Africa,2002,50.99,31386842,1287.51,KEN,404
Kenya,Africa,2007,54.11,35610177,1463.25,KEN,404
"Korea, Dem. Rep.",Asia,1952,50.06,8865488,1088.28,KOR,410
"Korea, Dem. Rep.",Asia,1957,54.08,9411381,1571.13,KOR,410
"Korea, Dem. Rep.",Asia,1962,56.66,10917494,1621.69,KOR,410
"Korea, Dem. Rep.",Asia,1967,59.94,12617009,2143.54,KOR,410
"Korea, Dem. Rep.",Asia,1972,63.98,14781241,3701.62,KOR,410
"Korea, Dem. Rep.",Asia,1977,67.16,16325320,4106.3,KOR,410
"Korea, Dem. Rep.",Asia,1982,69.1,17647518,4106.53,KOR,410
"Korea, Dem. Rep.",Asia,1987,70.65,19067554,4106.49,KOR,410
"Korea, Dem. Rep.",Asia,1992,69.98,20711375,3726.06,KOR,410
"Korea, Dem. Rep.",Asia,1997,67.73,21585105,1690.76,KOR,410
"Korea, Dem. Rep.",Asia,2002,66.66,22215365,1646.76,KOR,410
"Korea, Dem. Rep.",Asia,2007,67.3,23301725,1593.07,KOR,410
"Korea, Rep.",Asia,1952,47.45,20947571,1030.59,KOR,410
"Korea, Rep.",Asia,1957,52.68,22611552,1487.59,KOR,410
"Korea, Rep.",Asia,1962,55.29,26420307,1536.34,KOR,410
"Korea, Rep.",Asia,1967,57.72,30131000,2029.23,KOR,410
"Korea, Rep.",Asia,1972,62.61,33505000,3030.88,KOR,410
"Korea, Rep.",Asia,1977,64.77,36436000,4657.22,KOR,410
"Korea, Rep.",Asia,1982,67.12,39326000,5622.94,KOR,410
"Korea, Rep.",Asia,1987,69.81,41622000,8533.09,KOR,410
"Korea, Rep.",Asia,1992,72.24,43805450,12104.28,KOR,410
"Korea, Rep.",Asia,1997,74.65,46173816,15993.53,KOR,410
"Korea, Rep.",Asia,2002,77.04,47969150,19233.99,KOR,410
"Korea, Rep.",Asia,2007,78.62,49044790,23348.14,KOR,410
Kuwait,Asia,1952,55.56,160000,108382.35,KWT,414
Kuwait,Asia,1957,58.03,212846,113523.13,KWT,414
Kuwait,Asia,1962,60.47,358266,95458.11,KWT,414
Kuwait,Asia,1967,64.62,575003,80894.88,KWT,414
Kuwait,Asia,1972,67.71,841934,109347.87,KWT,414
Kuwait,Asia,1977,69.34,1140357,59265.48,KWT,414
Kuwait,Asia,1982,71.31,1497494,31354.04,KWT,414
Kuwait,Asia,1987,74.17,1891487,28118.43,KWT,414
Kuwait,Asia,1992,75.19,1418095,34932.92,KWT,414
Kuwait,Asia,1997,76.16,1765345,40300.62,KWT,414
Kuwait,Asia,2002,76.9,2111561,35110.11,KWT,414
Kuwait,Asia,2007,77.59,2505559,47306.99,KWT,414
Lebanon,Asia,1952,55.93,1439529,4834.8,LBN,422
Lebanon,Asia,1957,59.49,1647412,6089.79,LBN,422
Lebanon,Asia,1962,62.09,1886848,5714.56,LBN,422
Lebanon,Asia,1967,63.87,2186894,6006.98,LBN,422
Lebanon,Asia,1972,65.42,2680018,7486.38,LBN,422
Lebanon,Asia,1977,66.1,3115787,8659.7,LBN,422
Lebanon,Asia,1982,66.98,3086876,7640.52,LBN,422
Lebanon,Asia,1987,67.93,3089353,5377.09,LBN,422
Lebanon,Asia,1992,69.29,3219994,6890.81,LBN,422
Lebanon,Asia,1997,70.26,3430388,8754.96,LBN,422
Lebanon,Asia,2002,71.03,3677780,9313.94,LBN,422
Lebanon,Asia,2007,71.99,3921278,10461.06,LBN,422
Lesotho,Africa,1952,42.14,748747,298.85,LSO,426
Lesotho,Africa,1957,45.05,813338,336.0,LSO,426
Lesotho,Africa,1962,47.75,893143,411.8,LSO,426
Lesotho,Africa,1967,48.49,996380,498.64,LSO,426
Lesotho,Africa,1972,49.77,1116779,496.58,LSO,426
Lesotho,Africa,1977,52.21,1251524,745.37,LSO,426
Lesotho,Africa,1982,55.08,1411807,797.26,LSO,426
